    0.166667            0            0    0.0138889 -3.89711e-09            0            0    0.0138889   -0.0416667            0            0   0.00694444 -3.89711e-09            0            0   0.00694444 -3.89711e-09            0            0   0.00694444   -0.0416667            0            0   0.00694444   -0.0416667            0            0   0.00347222   -0.0416667            0            0   0.00347222
           0     0.166667            0    0.0138889            0 -3.89711e-09            0   0.00694444            0   -0.0416667            0   0.00694444            0 -3.89711e-09            0    0.0138889            0 -3.89711e-09            0   0.00694444            0   -0.0416667            0   0.00347222            0   -0.0416667            0   0.00347222            0   -0.0416667            0   0.00694444
           0            0     0.166667    0.0138889            0            0 -3.89711e-09   0.00694444            0            0   -0.0416667   0.00347222            0            0 -3.89711e-09   0.00694444            0            0 -3.89711e-09    0.0138889            0            0   -0.0416667   0.00694444            0            0   -0.0416667   0.00347222            0            0   -0.0416667   0.00694444
   0.0162037    0.0162037    0.0162037   0.00231481    0.0115741   0.00810185   0.00810185   0.00115741   0.00578704   0.00578704   0.00231481  -0.00115741   0.00810185    0.0115741   0.00462963  -0.00231481   0.00810185   0.00810185    0.0150463   0.00115741   0.00578704   0.00405093   0.00752315  0.000578704   0.00289352   0.00289352   0.00289352 -0.000578704   0.00405093   0.00578704   0.00578704  -0.00115741
-3.89711e-09            0            0   -0.0138889     0.166667            0            0   -0.0138889 -3.89711e-09            0            0  -0.00694444   -0.0416667            0            0  -0.00694444   -0.0416667            0            0  -0.00694444 -3.89711e-09            0            0  -0.00694444   -0.0416667            0            0  -0.00347222   -0.0416667            0            0  -0.00347222
           0 -3.89711e-09            0   0.00694444            0     0.166667            0    0.0138889            0 -3.89711e-09            0    0.0138889            0   -0.0416667            0   0.00694444            0   -0.0416667            0   0.00347222            0 -3.89711e-09            0   0.00694444            0   -0.0416667            0   0.00694444            0   -0.0416667            0   0.00347222
           0            0 -3.89711e-09   0.00694444            0            0     0.166667    0.0138889            0            0 -3.89711e-09   0.00694444            0            0   -0.0416667   0.00347222            0            0   -0.0416667   0.00694444            0            0 -3.89711e-09    0.0138889            0            0   -0.0416667   0.00694444            0            0   -0.0416667   0.00347222
  -0.0162037   0.00810185   0.00810185   0.00115741   -0.0115741    0.0162037    0.0162037   0.00231481  -0.00578704    0.0115741   0.00462963  -0.00231481  -0.00810185   0.00578704   0.00231481  -0.00115741  -0.00810185   0.00405093   0.00752315  0.000578704  -0.00578704   0.00810185    0.0150463   0.00115741  -0.00289352   0.00578704   0.00578704  -0.00115741  -0.00405093   0.00289352   0.00289352 -0.000578704
  -0.0416667            0            0  -0.00694444 -3.89711e-09            0            0  -0.00694444     0.166667            0            0   -0.0138889 -3.89711e-09            0            0   -0.0138889   -0.0416667            0            0  -0.00347222   -0.0416667            0            0  -0.00347222 -3.89711e-09            0            0  -0.00694444   -0.0416667            0            0  -0.00694444
           0   -0.0416667            0  -0.00694444            0 -3.89711e-09            0   -0.0138889            0     0.166667            0   -0.0138889            0 -3.89711e-09            0  -0.00694444            0   -0.0416667            0  -0.00347222            0   -0.0416667            0  -0.00694444            0 -3.89711e-09            0  -0.00694444            0   -0.0416667            0  -0.00347222
           0            0   -0.0416667   0.00347222            0            0 -3.89711e-09   0.00694444            0            0     0.166667    0.0138889            0            0 -3.89711e-09   0.00694444            0            0   -0.0416667   0.00347222            0            0   -0.0416667   0.00694444            0            0 -3.89711e-09    0.0138889            0            0   -0.0416667   0.00694444
 -0.00810185  -0.00810185   0.00231481  -0.00115741  -0.00578704   -0.0162037   0.00462963  -0.00231481   -0.0115741   -0.0115741    0.0162037   0.00231481   -0.0162037  -0.00578704   0.00810185   0.00115741  -0.00405093  -0.00405093   0.00289352 -0.000578704  -0.00289352  -0.00810185   0.00578704  -0.00115741  -0.00578704  -0.00578704    0.0150463   0.00115741  -0.00810185  -0.00289352   0.00752315  0.000578704
-3.89711e-09            0            0   0.00694444   -0.0416667            0            0   0.00694444 -3.89711e-09            0            0    0.0138889     0.166667            0            0    0.0138889   -0.0416667            0            0   0.00347222   -0.0416667            0            0   0.00347222   -0.0416667            0            0   0.00694444 -3.89711e-09            0            0   0.00694444
           0 -3.89711e-09            0   -0.0138889            0   -0.0416667            0  -0.00694444            0 -3.89711e-09            0  -0.00694444            0     0.166667            0   -0.0138889            0   -0.0416667            0  -0.00694444            0   -0.0416667            0  -0.00347222            0   -0.0416667            0  -0.00347222            0 -3.89711e-09            0  -0.00694444
           0            0 -3.89711e-09   0.00694444            0            0   -0.0416667   0.00347222            0            0 -3.89711e-09   0.00694444            0            0     0.166667    0.0138889            0            0   -0.0416667   0.00694444            0            0   -0.0416667   0.00347222            0            0   -0.0416667   0.00694444            0            0 -3.89711e-09    0.0138889
  0.00810185   -0.0162037   0.00462963  -0.00231481   0.00578704  -0.00810185   0.00231481  -0.00115741    0.0115741  -0.00578704   0.00810185   0.00115741    0.0162037   -0.0115741    0.0162037   0.00231481   0.00405093  -0.00810185   0.00578704  -0.00115741   0.00289352  -0.00405093   0.00289352 -0.000578704   0.00578704  -0.00289352   0.00752315  0.000578704   0.00810185  -0.00578704    0.0150463   0.00115741
-3.89711e-09            0            0   0.00694444   -0.0416667            0            0   0.00694444   -0.0416667            0            0   0.00347222   -0.0416667            0            0   0.00347222     0.166667            0            0    0.0138889 -3.89711e-09            0            0    0.0138889   -0.0416667            0            0   0.00694444 -3.89711e-09            0            0   0.00694444
           0 -3.89711e-09            0   0.00694444            0   -0.0416667            0   0.00347222            0   -0.0416667            0   0.00347222            0   -0.0416667            0   0.00694444            0     0.166667            0    0.0138889            0 -3.89711e-09            0   0.00694444            0   -0.0416667            0   0.00694444            0 -3.89711e-09            0    0.0138889
           0            0 -3.89711e-09   -0.0138889            0            0   -0.0416667  -0.00694444            0            0   -0.0416667  -0.00347222            0            0   -0.0416667  -0.00694444            0            0     0.166667   -0.0138889            0            0 -3.89711e-09  -0.00694444            0            0   -0.0416667  -0.00347222            0            0 -3.89711e-09  -0.00694444
  0.00810185   0.00810185   -0.0127315   0.00115741   0.00578704   0.00405093  -0.00636574  0.000578704   0.00289352   0.00289352  -0.00405093 -0.000578704   0.00405093   0.00578704  -0.00810185  -0.00115741    0.0162037    0.0162037   -0.0115741   0.00231481    0.0115741   0.00810185  -0.00578704   0.00115741   0.00578704   0.00578704  -0.00462963  -0.00115741   0.00810185    0.0115741  -0.00925926  -0.00231481
