-1 -1 -1 -1  -1 -1 -1 0  -1 -1 -1 3  -1 -1 -1 2  -1 -1 -1 8  -1 -1 -1 9  12 13 14 15  -1 -1 -1 11 

-1 -1 -1 2  -1 -1 -1 3  -1 -1 -1 6  -1 -1 -1 5  -1 -1 -1 11  12 13 14 15  -1 -1 -1 21  -1 -1 -1 20 
-1 -1 -1 3  -1 -1 -1 4  -1 -1 -1 7  -1 -1 -1 6  12 13 14 15  16 17 18 19  -1 -1 -1 22  -1 -1 -1 21 


-1 -1 -1 11  12 13 14 15  -1 -1 -1 21  -1 -1 -1 20  -1 -1 -1 26  -1 -1 -1 27  -1 -1 -1 30  -1 -1 -1 29 

